first_name,last_name,store_id,active,Store_and_Status
DARREN,WINDHAM,2,1,"Store 2 Active"
LONNIE,TIRADO,2,1,"Store 2 Active"
LANCE,PEMBERTON,1,1,"Store 1 Active"
CODY,NOLEN,2,1,"Store 2 Active"
JULIO,NOLAND,2,1,"Store 2 Active"
KELLY,KNOTT,1,1,"Store 1 Active"
KURT,EMMONS,1,1,"Store 1 Active"
ALLAN,CORNISH,1,1,"Store 1 Active"
NELSON,CHRISTENSON,1,1,"Store 1 Active"
GUY,BROWNLEE,2,1,"Store 2 Active"
CLAYTON,BARBEE,2,1,"Store 2 Active"
HUGH,WALDROP,2,1,"Store 2 Active"
MAX,PITT,1,1,"Store 1 Active"
DWAYNE,OLVERA,1,1,"Store 1 Active"
DWIGHT,LOMBARDI,1,1,"Store 1 Active"
ARMANDO,GRUBER,2,1,"Store 2 Active"
FELIX,GAFFNEY,1,1,"Store 1 Active"
JIMMIE,EGGLESTON,1,0,"Store 1 Inactive"
EVERETT,BANDA,2,1,"Store 2 Active"
JORDAN,ARCHULETA,1,1,"Store 1 Active"
IAN,STILL,2,1,"Store 2 Active"
WALLACE,SLONE,1,1,"Store 1 Active"
KEN,PREWITT,2,1,"Store 2 Active"
BOB,PFEIFFER,2,1,"Store 2 Active"
JAIME,NETTLES,2,1,"Store 2 Active"
CASEY,MENA,1,1,"Store 1 Active"
ALFREDO,MCADAMS,2,1,"Store 2 Active"
ALBERTO,HENNING,2,1,"Store 2 Active"
DAVE,GARDINER,2,1,"Store 2 Active"
IVAN,CROMWELL,2,1,"Store 2 Active"
JOHNNIE,CHISHOLM,2,1,"Store 2 Active"
SIDNEY,BURLESON,1,1,"Store 1 Active"
BYRON,BOX,1,1,"Store 1 Active"
JULIAN,VEST,2,1,"Store 2 Active"
ISAAC,OGLESBY,2,1,"Store 2 Active"
MORRIS,MCCARTER,2,1,"Store 2 Active"
CLIFTON,MALCOLM,2,1,"Store 2 Active"
WILLARD,LUMPKIN,2,1,"Store 2 Active"
DARYL,LARUE,2,1,"Store 2 Active"
ROSS,GREY,1,1,"Store 1 Active"
VIRGIL,WOFFORD,1,1,"Store 1 Active"
ANDY,VANHORN,2,1,"Store 2 Active"
MARSHALL,THORN,1,1,"Store 1 Active"
SALVADOR,TEEL,2,1,"Store 2 Active"
PERRY,SWAFFORD,1,1,"Store 1 Active"
KIRK,STCLAIR,1,1,"Store 1 Active"
SERGIO,STANFIELD,1,1,"Store 1 Active"
MARION,OCAMPO,1,1,"Store 1 Active"
TRACY,HERRMANN,1,1,"Store 1 Active"
SETH,HANNON,2,1,"Store 2 Active"
KENT,ARSENAULT,1,1,"Store 1 Active"
TERRANCE,ROUSH,1,0,"Store 1 Inactive"
RENE,MCALISTER,2,1,"Store 2 Active"
EDUARDO,HIATT,1,1,"Store 1 Active"
TERRENCE,GUNDERSON,1,1,"Store 1 Active"
ENRIQUE,FORSYTHE,1,1,"Store 1 Active"
FREDDIE,DUGGAN,1,1,"Store 1 Active"
WADE,DELVALLE,1,1,"Store 1 Active"
AUSTIN,CINTRON,2,1,"Store 2 Active"
